gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
730752955	b5cdf794-8fa4-4a85-8b26-755d087bf531	http://coldb.mnhn.fr/catalognumber/mnhn/p/p06869368	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave verschaffeltii Lem. ex Jacobi	Agave verschaffeltii Lem. ex Jacobi	Lem. ex Jacobi	MX			PRESENT		2cd829bb-b713-433d-99cf-64bef11e5b3e													2766744	2766741	PRESERVED_SPECIMEN	MNHN	P	P06869368				CC_BY_4_0		Diguet, L.			2024-01-31T19:23:14.085Z	StillImage	CONTINENT_DERIVED_FROM_COUNTRY
4508781400	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:103455980	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum Zucc.	Zucc.	MX	Mpio. San Francisco Telixtlahuaca. 3 km al NO de San Sebastián Sedas, terraceria a El Parián, cerca de la estación de FC La Escondida.	Oaxaca	PRESENT	1	90fd6680-349f-11d8-aa2d-b8a03c50a862	17.360642	-96.977042			1706.0				2019-11-15	15	11	2019	2766741	2766741	PRESERVED_SPECIMEN	MO	Tropicos	103455980	García-Mendoza 11470		2019-01-01T00:00:00	CC_BY_4_0	Missouri Botanical Garden	Abisaí J. García-Mendoza;Sonia Franco;Daniel Sandoval Gutiérrez;César Flores;Levi Vázquez			2024-02-07T23:19:03.901Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
438862507	b5cdf794-8fa4-4a85-8b26-755d087bf531	http://coldb.mnhn.fr/catalognumber/mnhn/p/p01792251	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave scolymus Karw. ex Salm-Dyck	Agave scolymus Karw. ex Salm-Dyck	Karw. ex Salm-Dyck	FR		06 Alpes-Maritimes	PRESENT		2cd829bb-b713-433d-99cf-64bef11e5b3e									1871-06-20	20	6	1871	2766742	2766741	PRESERVED_SPECIMEN	MNHN	P	P01792251				CC_BY_4_0		Thuret, G.			2024-01-31T19:22:29.263Z	StillImage	
438502551	b5cdf794-8fa4-4a85-8b26-755d087bf531	http://coldb.mnhn.fr/catalognumber/mnhn/p/p02193217	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave scolymus Karw. ex Salm-Dyck	Agave scolymus Karw. ex Salm-Dyck	Karw. ex Salm-Dyck	FR		06 Alpes-Maritimes	PRESENT		2cd829bb-b713-433d-99cf-64bef11e5b3e									1871-06-20	20	6	1871	2766742	2766741	PRESERVED_SPECIMEN	MNHN	P	P02193217				CC_BY_4_0		Thuret, G.			2024-01-31T19:23:44.667Z	StillImage	
4168656303	d9bceb64-0334-43e8-868e-72d4cd506ca1	d10b675a5fa9cb533b995b34b8e1dd2e	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave (Agave) potatorum	Zucc., 1833	MX	Cerro del Muerto, al SW de San Simón	Puebla	PRESENT		ff90b050-c256-11db-b71b-b8a03c50a862	18.043613	-97.495567	5470.0		0.0	0.0	0.0	0.0	1983-12-10	10	12	1983	2766741	2766741	PRESERVED_SPECIMEN	CP	CHAPA	NO DISPONIBLE		Tenorio L., P.; C. Romero de T.		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	P. Tenorio L.; C. Romero de T.			2024-01-25T01:03:49.540Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;TYPE_STATUS_INVALID;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION
4168508308	bf4cf2f3-d1d3-42a8-8496-0445f063a92f	69efe1b7329f9e8ee87e983b816399a9	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave (Agave) potatorum	Zucc., 1833	MX	SOLA DE VEGA. Solar del Sr. Luis Calvo Rojas, carretera a Juquila s/n, Agencia Reyes.	Oaxaca	PRESENT	1	ff90b050-c256-11db-b71b-b8a03c50a862	16.685278	-95.312778	100.0		755.0	755.0	0.0	0.0	2004-08-05	5	8	2004	2766741	2766741	PRESERVED_SPECIMEN	STDOM	JEBOax	208		Abisaí Josué García Mendoza		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	César Chávez Rendón; Roberto Avendaño Rendón; Antonio Sánchez Velasco			2024-01-25T00:06:17.015Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;ELEVATION_MIN_MAX_SWAPPED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
4101779067	bb0366a9-2a7e-44f8-9c9a-e49c23dae2f8	d285d0d2-a2a5-4f69-8a8d-7a5fe3f59e17	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum	Zucc.	US	Botanical Garden, Washington D.C.	District of Columbia	PRESENT		c4cbb860-e9c7-11da-8113-b8a03c50a862									1897			1897	2766741	2766741	PRESERVED_SPECIMEN	BRIT	NLU	NLU0015869	1131			CC0_1_0	Botanical Research Institute of Texas	J. N. Rose			2024-02-02T17:21:54.176Z	StillImage	TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY
4061014433	e053ff53-c156-4e2e-b9b5-4462e9625424	urn:catalog:MO:Tropicos:102591542	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum Zucc.	Zucc.	MX	Mpio. San Cristobal Amatlan, 0.5 km W San Lorenzo Mixtepec.	Oaxaca	PRESENT	1	90fd6680-349f-11d8-aa2d-b8a03c50a862	16.301944	-96.300833			2100.0				1996-11-16	16	11	1996	2766741	2766741	PRESERVED_SPECIMEN	WTU	Tropicos	102591542	Hunn OAX-500	E. Hunn		CC_BY_4_0	Missouri Botanical Garden	Eugene Hunn			2024-02-07T16:39:02.155Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION
4053211306	d8cd16ba-bb74-4420-821e-083f2bac17c2	AM884839	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum		MX	Oaxaca		PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													2766741	2766741	PRESERVED_SPECIMEN			Garcia-Mendoza 6105 (MEXU)				CC_BY_4_0					2024-02-03T12:39:04.395Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
4042577196	780977d6-1cdb-4804-904f-9303cce8b4a1	6566117	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum		MX			PRESENT		a2fa5b68-3ebf-4845-abc5-f456d251386f									1985			1985	2766741	2766741	PRESERVED_SPECIMEN	PE		110054				CC_BY_NC_4_0		B.Bartholomew.			2024-01-25T08:54:25.502Z		COUNTRY_INVALID;CONTINENT_DERIVED_FROM_COUNTRY;RECORDED_DATE_MISMATCH;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
4031682573	7bd65a7a-f762-11e1-a439-00145eb45e9a	urn:catalog:MO:Tropicos:102591543	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum Zucc.	Zucc.	MX	Mpio. San Cristobal Amatlan, 0.5 km W San Lorenzo Mixtepec.	Oaxaca	PRESENT	1	90fd6680-349f-11d8-aa2d-b8a03c50a862	16.301944	-96.300833			2100.0				1996-11-16	16	11	1996	2766741	2766741	PRESERVED_SPECIMEN	MO	Tropicos	102591543	Hunn OAX-500	E. Hunn		CC_BY_4_0	Missouri Botanical Garden	Eugene Hunn			2024-02-07T23:19:08.203Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3503136516	9781ce05-2379-4a10-ab3b-c91346510df8	85d286a0-00aa-4208-8beb-b0d8c85173bb	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum	Zucc.	MX	Terribly eroded and overgrazed slope below Pan-Am. Highway at Puerto Herrera (km 420), just NW of Yanhuitlan.	Oaxaca	PRESENT		55807027-6d78-46bd-b2cb-301295ee35aa	17.55	-97.416667			2500.0				1960-08-20	20	8	1960	2766741	2766741	PRESERVED_SPECIMEN	RSA	VascularPlants	RSA0332036	1147	A. García-Mendoza	2003-01-01T00:00:00	CC_BY_NC_4_0		Hugh H. Iltis; Robert Koeppen, Frank Iltis			2024-02-01T18:34:50.525Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
3503132506	9781ce05-2379-4a10-ab3b-c91346510df8	511b5b0a-c773-4ecf-8212-1a00f581aefb	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum	Zucc.	MX	Terribly eroded and overgrazed slope below Pan-Am. Highway at Puerto Herrera (km 420), just NW of Yanhuitlan.	Oaxaca	PRESENT		55807027-6d78-46bd-b2cb-301295ee35aa	17.55	-97.416667			2500.0				1960-08-20	20	8	1960	2766741	2766741	PRESERVED_SPECIMEN	RSA	VascularPlants	RSA0332035	1147	A. García-Mendoza	2003-01-01T00:00:00	CC_BY_NC_4_0		Hugh H. Iltis; Robert Koeppen, Frank Iltis			2024-02-01T18:34:50.221Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
3503130518	9781ce05-2379-4a10-ab3b-c91346510df8	0cda554a-bb76-4828-be76-135140d47c01	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum	Zucc.	MX	Mun. [Municipio] Azumbilla, 10 km al NE de Azumbilla, carr. a Esperanza.	Puebla	PRESENT		55807027-6d78-46bd-b2cb-301295ee35aa	18.716667	-97.383333			2360.0				1988-09-16	16	9	1988	2766741	2766741	PRESERVED_SPECIMEN	RSA	VascularPlants	RSA0332038	15200	Abisaí García M.		CC_BY_NC_4_0		P. Tenorio L.			2024-02-01T18:34:44.769Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;IDENTIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
3503127523	9781ce05-2379-4a10-ab3b-c91346510df8	367bead3-84ca-4036-b53f-110129cea4f7	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum	Zucc.	MX	Tepelmeme Mpio. [Municipio], Barranca del Otate al SW de Hijadero Aria, Dto. [Distrito] Coixtlahuaca.	Oaxaca	PRESENT		55807027-6d78-46bd-b2cb-301295ee35aa	18.033333	-97.316667							1990-09-10	10	9	1990	2766741	2766741	PRESERVED_SPECIMEN	RSA	VascularPlants	RSA0332037	17103	Pedro Tenorio L.		CC_BY_NC_4_0		Pedro Tenorio L.; Antonio Salinas T., Jorge Sanchez-Ken			2024-02-01T18:34:50.542Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;IDENTIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
3503122514	9781ce05-2379-4a10-ab3b-c91346510df8	1d811df0-cada-4b12-abe4-bf1152b9da93	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum	Zucc.	MX	Mpio. [Municipio] Izúcar de Matamoros. A 5 km al S de Puerto Las Palmas, carr. a Acatlán.	Puebla	PRESENT		55807027-6d78-46bd-b2cb-301295ee35aa	18.5	-98.4			1280.0				1999-08-12	12	8	1999	2766741	2766741	PRESERVED_SPECIMEN	RSA	VascularPlants	RSA0332033	6860	A. García M.		CC_BY_NC_4_0		Abisaí García Mendoza; Sonia Franco, Alejandro Castañeda			2024-02-01T18:34:44.826Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;IDENTIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
3503118502	9781ce05-2379-4a10-ab3b-c91346510df8	e5399f36-2ad6-42c6-9580-f14441ff9368	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum	Zucc.	MX	Mpio. [Municipio] Izúcar de Matamoros. A 5 km al S de Puerto Las Palmas, carr. a Acatlán.	Puebla	PRESENT		55807027-6d78-46bd-b2cb-301295ee35aa	18.5	-98.4			1280.0				1999-08-12	12	8	1999	2766741	2766741	PRESERVED_SPECIMEN	RSA	VascularPlants	RSA0332034	6860	A. García M.		CC_BY_NC_4_0		Abisaí García Mendoza; Sonia Franco, Alejandro Castañeda			2024-02-01T18:34:49.106Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED;IDENTIFIED_DATE_INVALID;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
3465129617	9b7d1acf-b22f-4a1f-b6e8-f1ddd744dc07	75273C02-7CF4-46E5-92E7-8E3B500E6403	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum	Zucc.	MX	Ex hort., DES. Origin ca 2 miles northwest of Yanhitlan along highway, Oaxaca	Oaxaca	PRESENT		8a471700-4ce8-11db-b80e-b8a03c50a862									1998-03-27	27	3	1998	2766741	2766741	PRESERVED_SPECIMEN	SD		SD00010246	10898			CC_BY_NC_4_0		Wendy Hodgson			2024-02-01T18:29:56.919Z	StillImage	CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_TAXON_ID_IGNORED;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3427984487	40a5e8ac-3d50-4e03-849c-d52defe3ff6b	B658A739A9F4430281815E955F0EB546	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave scolymus Karw. ex Salm-Dyck	Agave scolymus	Karw. ex Salm-Dyck				PRESENT		02fce6f4-8dcd-4eaf-afe9-28ba30822751													2766742	2766741	PRESERVED_SPECIMEN	UCB	LY	LY0573235				CC_BY_NC_4_0					2024-01-26T14:34:38.283Z	StillImage	INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
3427631225	5e1ec000-0e18-41ff-87f6-b68a5733ada2	B81274655DBF4315805CA3C2FE755F1B	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave scolymus Karw. ex Salm-Dyck	Agave scolymus	Karw. ex Salm-Dyck				PRESENT		02fce6f4-8dcd-4eaf-afe9-28ba30822751													2766742	2766741	PRESERVED_SPECIMEN	VTA	VTA	VTA017366				CC_BY_NC_4_0					2024-01-26T19:00:12.683Z	StillImage	INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
3427610551	5e1ec000-0e18-41ff-87f6-b68a5733ada2	3F95EFEB9CDE4217B0997CF198BCF68F	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave scolymus Karw. ex Salm-Dyck	Agave scolymus	Karw. ex Salm-Dyck				PRESENT		02fce6f4-8dcd-4eaf-afe9-28ba30822751													2766742	2766741	PRESERVED_SPECIMEN	VTA	VTA	VTA017365				CC_BY_NC_4_0					2024-01-26T19:00:08.539Z	StillImage	INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
3427602669	5e1ec000-0e18-41ff-87f6-b68a5733ada2	D067E9B1741346B980430FE3E8F5DC58	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave scolymus Karw. ex Salm-Dyck	Agave scolymus	Karw. ex Salm-Dyck				PRESENT		02fce6f4-8dcd-4eaf-afe9-28ba30822751													2766742	2766741	PRESERVED_SPECIMEN	VTA	VTA	VTA017367				CC_BY_NC_4_0					2024-01-26T19:00:06.815Z	StillImage	INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
3427569437	5e1ec000-0e18-41ff-87f6-b68a5733ada2	1C20FB427C09449E8002684CE502FACF	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave scolymus Karw. ex Salm-Dyck	Agave scolymus	Karw. ex Salm-Dyck				PRESENT		02fce6f4-8dcd-4eaf-afe9-28ba30822751													2766742	2766741	PRESERVED_SPECIMEN	VTA	VTA	VTA017368				CC_BY_NC_4_0					2024-01-26T18:59:58.106Z	StillImage	INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
3392159421	5d47cb09-3ef2-477d-a539-dd7f6955aefd	https://gat.jacq.org/GAT0072613	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum Zucc.		DE	Deutschland, IPK Gatersleben		PRESENT		19a3a4e0-1908-11dc-a07b-b8a03c50a862									2020-10-28	28	10	2020	2766741	2766741	PRESERVED_SPECIMEN	GAT	Herbarium GAT	0072613		K. Pistrick 2020-10-27		CC0_1_0		Pistrik,K.			2024-01-24T18:42:16.294Z	StillImage	CONTINENT_DERIVED_FROM_COUNTRY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3392159420	5d47cb09-3ef2-477d-a539-dd7f6955aefd	https://gat.jacq.org/GAT0072614	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum Zucc.		DE	Deutschland, IPK Gatersleben		PRESENT		19a3a4e0-1908-11dc-a07b-b8a03c50a862									2020-10-28	28	10	2020	2766741	2766741	PRESERVED_SPECIMEN	GAT	Herbarium GAT	0072614		K. Pistrick 2020-10-27		CC0_1_0		Pistrik,K.			2024-01-24T18:42:16.294Z	StillImage	CONTINENT_DERIVED_FROM_COUNTRY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3392159419	5d47cb09-3ef2-477d-a539-dd7f6955aefd	https://gat.jacq.org/GAT0072616	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum Zucc.		DE	Deutschland, IPK Gatersleben		PRESENT		19a3a4e0-1908-11dc-a07b-b8a03c50a862									2020-10-28	28	10	2020	2766741	2766741	PRESERVED_SPECIMEN	GAT	Herbarium GAT	0072616		K. Pistrick 2020-10-27		CC0_1_0		Pistrik,K.			2024-01-24T18:42:16.294Z	StillImage	CONTINENT_DERIVED_FROM_COUNTRY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3392159418	5d47cb09-3ef2-477d-a539-dd7f6955aefd	https://gat.jacq.org/GAT0072615	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum Zucc.		DE	Deutschland, IPK Gatersleben		PRESENT		19a3a4e0-1908-11dc-a07b-b8a03c50a862									2020-10-28	28	10	2020	2766741	2766741	PRESERVED_SPECIMEN	GAT	Herbarium GAT	0072615		K. Pistrick 2020-10-27		CC0_1_0		Pistrik,K.			2024-01-24T18:42:16.294Z	StillImage	CONTINENT_DERIVED_FROM_COUNTRY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3392159417	5d47cb09-3ef2-477d-a539-dd7f6955aefd	https://gat.jacq.org/GAT0072612	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum Zucc.		DE	Deutschland, IPK Gatersleben		PRESENT		19a3a4e0-1908-11dc-a07b-b8a03c50a862									2020-10-28	28	10	2020	2766741	2766741	PRESERVED_SPECIMEN	GAT	Herbarium GAT	0072612		K. Pistrick 2020-10-27		CC0_1_0		Pistrik,K.			2024-01-24T18:42:16.294Z	StillImage	CONTINENT_DERIVED_FROM_COUNTRY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3392159416	5d47cb09-3ef2-477d-a539-dd7f6955aefd	https://gat.jacq.org/GAT0072611	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum Zucc.		DE	Deutschland, IPK Gatersleben		PRESENT		19a3a4e0-1908-11dc-a07b-b8a03c50a862									2020-10-28	28	10	2020	2766741	2766741	PRESERVED_SPECIMEN	GAT	Herbarium GAT	0072611		K. Pistrick 2020-10-27		CC0_1_0		Pistrik,K.			2024-01-24T18:42:16.294Z	StillImage	CONTINENT_DERIVED_FROM_COUNTRY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3392159415	5d47cb09-3ef2-477d-a539-dd7f6955aefd	https://gat.jacq.org/GAT0072618	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum Zucc.		DE	Deutschland, IPK Gatersleben		PRESENT		19a3a4e0-1908-11dc-a07b-b8a03c50a862									2020-10-28	28	10	2020	2766741	2766741	PRESERVED_SPECIMEN	GAT	Herbarium GAT	0072618		K. Pistrick 2020-10-27		CC0_1_0		Pistrik,K.			2024-01-24T18:42:16.294Z	StillImage	CONTINENT_DERIVED_FROM_COUNTRY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3392159414	5d47cb09-3ef2-477d-a539-dd7f6955aefd	https://gat.jacq.org/GAT0072617	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum Zucc.		DE	Deutschland, IPK Gatersleben		PRESENT		19a3a4e0-1908-11dc-a07b-b8a03c50a862									2020-10-28	28	10	2020	2766741	2766741	PRESERVED_SPECIMEN	GAT	Herbarium GAT	0072617		K. Pistrick 2020-10-27		CC0_1_0		Pistrik,K.			2024-01-24T18:42:16.295Z	StillImage	CONTINENT_DERIVED_FROM_COUNTRY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3392159413	5d47cb09-3ef2-477d-a539-dd7f6955aefd	https://gat.jacq.org/GAT0072619	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum Zucc.		DE	Deutschland, IPK Gatersleben		PRESENT		19a3a4e0-1908-11dc-a07b-b8a03c50a862									2020-10-28	28	10	2020	2766741	2766741	PRESERVED_SPECIMEN	GAT	Herbarium GAT	0072619		K. Pistrick 2020-10-27		CC0_1_0		Pistrik,K.			2024-01-24T18:42:16.294Z	StillImage	CONTINENT_DERIVED_FROM_COUNTRY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3351660838	d8cd16ba-bb74-4420-821e-083f2bac17c2	MN900447	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave potatorum		MX			PRESENT		ada9d123-ddb4-467d-8891-806ea8d94230													2766741	2766741	PRESERVED_SPECIMEN			MEXU:A. Garcia-Mendoza 5704				CC_BY_4_0					2024-02-03T12:40:31.327Z		CONTINENT_DERIVED_FROM_COUNTRY;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED
3308750505	8016518a-f762-11e1-a439-00145eb45e9a	e06f6d8edae8a0cfda764c149514dc99	Plantae	Tracheophyta	Liliopsida	Asparagales	Asparagaceae	Agave	Agave potatorum		SPECIES	Agave potatorum Zucc.	Agave (Agave) potatorum	Zucc., 1833	MX	Dto. Ocotlán. Ladera N del cerro Portillo (Rancho de Pancho)	Oaxaca	PRESENT	1	ff90b050-c256-11db-b71b-b8a03c50a862	16.76996	-96.63294	100.0		1617.0				2012-10-20	20	10	2012	2766741	2766741	PRESERVED_SPECIMEN	IBUNAM	MEXU	1362221		Abisaí García Mendoza		CC_BY_4_0	Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO)	Abisaí García Mendoza; N. Vázquez Pérez; M. Rivera			2024-01-25T09:48:18.345Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_SCIENTIFIC_NAME_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED;TYPE_STATUS_INVALID;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
